zip,Tot_Srvcs,Tot_Benes,Avg_Mdcr_Alowd_Amt,age_65_plus,median_income,population,pct_bachelors_plus,cluster,sub_cluster,avg_services,avg_benes,avg_cost,cost_zscore,is_outlier,explanation
11955,11567.0,2381,66.57959969003429,659.0,77391.0,2857.0,0.4695229681978798,1.0,1_0,20495.80140403931,6233.69381142672,103.36427979052264,-0.30140179424676666,False,Normal
11957,167.0,117,98.321559367,532.0,86938.0,1220.0,0.3488986784140969,0.0,0_0,188876.44943783068,58011.8287037037,100.06557363098949,-0.022932453120210774,False,Normal
11958,730.0,76,30.296643836,185.0,65438.0,893.0,0.3529411764705882,0.0,0_0,188876.44943783068,58011.8287037037,100.06557363098949,-0.9174080423579152,False,Normal
11959,11800.0,2624,111.98557469273683,187.0,-666666666.0,632.0,0.5045871559633027,3.0,3_0,53172.544444444444,24913.830555555556,107.4112925807272,0.028266216486186022,False,Normal
11960,13933.0,1229,65.19123854357143,350.0,173750.0,962.0,0.3272251308900523,0.0,0_0,188876.44943783068,58011.8287037037,100.06557363098949,-0.4585708219273822,False,Normal
11961,31301.7,5072,67.85465812857736,3480.0,85916.0,13126.0,0.5228903486609399,4.0,4_0,210991.9873828224,60342.91411198379,95.59890116521127,-0.6149677697085053,False,Normal
11963,19758.0,7980,89.12103372323402,1995.0,111129.0,8445.0,0.3306911857958148,0.0,0_0,188876.44943783068,58011.8287037037,100.06557363098949,-0.1439123254546911,False,Normal
11964,4527.0,2599,72.11984700000262,724.0,98409.0,3129.0,0.2663817663817663,0.0,0_0,188876.44943783068,58011.8287037037,100.06557363098949,-0.3674649222245101,False,Normal
11967,107101.1,32743,134.8526856194351,3219.0,109019.0,26860.0,0.5818318318318318,4.0,4_0,210991.9873828224,60342.91411198379,95.59890116521127,0.8700836511040455,False,Normal
11968,442159.0,117092,101.88459865441642,3548.0,142500.0,13623.0,0.3084085510688836,0.0,0_1,188876.44943783068,58011.8287037037,100.06557363098949,0.02391878721152474,False,Normal
11970,3766.0,103,58.267628021,333.0,-666666666.0,563.0,0.2007104795737122,3.0,3_0,53172.544444444444,24913.830555555556,107.4112925807272,-0.3036772606837489,False,Normal
11971,50025.0,12579,129.9448924685553,1390.0,104720.0,6286.0,0.3647758657318887,0.0,0_0,188876.44943783068,58011.8287037037,100.06557363098949,0.39289018023217287,False,Normal
11972,5487.0,344,46.7462374324,74.0,-666666666.0,413.0,0.4910394265232975,3.0,3_0,53172.544444444444,24913.830555555556,107.4112925807272,-0.3748722837769351,False,Normal
11975,5293.0,3821,105.5237695144592,103.0,-666666666.0,426.0,0.3225806451612903,3.0,3_0,53172.544444444444,24913.830555555556,107.4112925807272,-0.011663717782889714,False,Normal
11976,12772.0,7988,33.172434528028305,310.0,185000.0,2437.0,0.2014705882352941,0.0,0_0,188876.44943783068,58011.8287037037,100.06557363098949,-0.8795935951998871,False,Normal
11977,10589.0,1917,84.17390376170589,830.0,139375.0,3069.0,0.2771352313167259,0.0,0_0,188876.44943783068,58011.8287037037,100.06557363098949,-0.2089632990991464,False,Normal
11978,21549.2,10793,93.5373822763702,859.0,120909.0,3969.0,0.3252669039145907,0.0,0_0,188876.44943783068,58011.8287037037,100.06557363098949,-0.08584072119749298,False,Normal
11980,10565.2,2279,101.3091361010763,834.0,113004.0,5144.0,0.4967171717171717,1.0,1_0,20495.80140403931,6233.69381142672,103.36427979052264,-0.016839183968486462,False,Normal
12009,27493.0,11591,85.70333711014106,1575.0,106563.0,8322.0,0.3162869198312236,0.0,0_0,188876.44943783068,58011.8287037037,100.06557363098949,-0.1888524208295819,False,Normal
12010,230568.3,46250,89.97983303095137,4605.0,55083.0,27213.0,0.5186991026505524,4.0,4_1,210991.9873828224,60342.91411198379,95.59890116521127,-0.124550011827794,False,Normal
12015,474.0,28,119.0993038,993.0,83197.0,4135.0,0.4647583871960603,1.0,1_0,20495.80140403931,6233.69381142672,103.36427979052264,0.128927707295991,False,Normal
12018,5101.0,4239,42.967360058404,1450.0,123025.0,7300.0,0.4166818099218608,0.0,0_0,188876.44943783068,58011.8287037037,100.06557363098949,-0.7507978191679483,False,Normal
